GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALU3E001,ALU3E002,ALU3E003,ALU3E004,ALU3E005,ALU3E006,ALU3E007,ALU3E008,ALU3E009,ALU3E010,ALU3E011,ALU3E012,ALU3E013,NAME_M,ALU3M001,ALU3M002,ALU3M003,ALU3M004,ALU3M005,ALU3M006,ALU3M007,ALU3M008,ALU3M009,ALU3M010,ALU3M011,ALU3M012,ALU3M013
"G1200490","2015-2019","FL",,,"Florida","12","Hardee County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12049",,,"Hardee County, Florida",9194,378,805,1658,1732,1522,350,815,115,91,902,598,228,"Hardee County, Florida",525,193,199,347,325,356,155,285,63,81,301,245,112
"G1200510","2015-2019","FL",,,"Florida","12","Hendry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12051",,,"Hendry County, Florida",16480,1171,3022,2530,1845,989,549,2012,251,363,1250,1288,1210,"Hendry County, Florida",690,371,540,481,361,421,274,570,114,149,355,390,361
"G1200530","2015-2019","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12053",,,"Hernando County, Florida",62894,1367,5212,8640,10774,8416,3240,6428,1257,2147,6030,6290,3093,"Hernando County, Florida",1178,335,503,697,846,702,444,562,311,431,485,649,420
"G1200550","2015-2019","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12055",,,"Highlands County, Florida",31224,1255,5217,6526,5918,4901,1066,2805,460,357,1029,701,989,"Highlands County, Florida",1087,256,761,816,705,610,258,425,154,126,313,204,222
"G1200570","2015-2019","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12057",,,"Hillsborough County, Florida",640922,10820,42863,72072,86487,99169,43215,107271,24149,31739,69754,40378,13005,"Hillsborough County, Florida",3556,798,1795,1663,2294,2251,1842,2254,1215,1277,1793,1592,844
"G1200590","2015-2019","FL",,,"Florida","12","Holmes County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12059",,,"Holmes County, Florida",6509,159,734,984,710,763,323,1156,115,361,460,597,147,"Holmes County, Florida",383,90,181,250,172,188,125,202,68,184,115,151,77
"G1200610","2015-2019","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12061",,,"Indian River County, Florida",53149,1226,6475,9750,10944,6754,3280,5840,1699,1466,2823,1348,1544,"Indian River County, Florida",1643,267,692,955,945,819,629,960,477,364,535,316,388
"G1200630","2015-2019","FL",,,"Florida","12","Jackson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12063",,,"Jackson County, Florida",16010,506,1860,2728,2147,2178,646,2548,465,589,1165,745,433,"Jackson County, Florida",660,131,291,359,286,342,182,377,168,208,234,216,148
"G1200650","2015-2019","FL",,,"Florida","12","Jefferson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12065",,,"Jefferson County, Florida",4703,133,255,463,322,416,451,879,290,396,824,272,2,"Jefferson County, Florida",293,61,95,150,128,125,181,197,100,118,169,116,3
"G1200670","2015-2019","FL",,,"Florida","12","Lafayette County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12067",,,"Lafayette County, Florida",2387,199,329,291,113,205,94,283,128,163,313,205,64,"Lafayette County, Florida",416,203,145,135,68,103,114,139,112,114,144,120,55
"G1200690","2015-2019","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12069",,,"Lake County, Florida",131273,2984,10660,14425,16729,17438,7563,16858,6303,7523,17237,9574,3979,"Lake County, Florida",2153,525,944,1055,1244,1290,947,1451,928,1026,1460,867,649
"G1200710","2015-2019","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12071",,,"Lee County, Florida",284141,5133,19572,33159,38660,44310,21294,50201,9798,12795,28874,14620,5725,"Lee County, Florida",3090,631,1186,1490,1732,1996,1514,1712,807,1149,1710,1102,676
"G1200730","2015-2019","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12073",,,"Leon County, Florida",137262,3220,12912,21398,31462,26245,10216,18248,2662,2829,4267,2248,1555,"Leon County, Florida",1747,627,905,1143,1550,1123,837,1202,422,369,495,311,333
"G1200750","2015-2019","FL",,,"Florida","12","Levy County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12075",,,"Levy County, Florida",14105,555,1188,1905,1303,1099,540,2456,429,1008,2055,1257,310,"Levy County, Florida",601,147,201,377,300,280,195,388,169,250,323,305,132
"G1200770","2015-2019","FL",,,"Florida","12","Liberty County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12077",,,"Liberty County, Florida",2178,158,271,355,278,107,52,101,54,139,393,216,54,"Liberty County, Florida",252,98,115,122,103,53,49,46,45,105,118,86,44
"G1200790","2015-2019","FL",,,"Florida","12","Madison County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12079",,,"Madison County, Florida",6010,170,517,1091,1252,543,209,719,56,237,659,308,249,"Madison County, Florida",424,78,140,268,274,152,74,165,56,85,177,114,130
"G1200810","2015-2019","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12081",,,"Manatee County, Florida",147297,2592,10525,18246,24619,25256,9685,24869,5454,5410,11285,6474,2882,"Manatee County, Florida",2064,456,801,1289,1262,1375,763,1143,627,674,794,647,434
"G1200830","2015-2019","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12083",,,"Marion County, Florida",115545,2451,8715,14299,19441,19783,10649,16798,4619,2955,8081,5169,2585,"Marion County, Florida",2238,411,874,1236,1330,1351,1068,1328,756,447,879,633,447
"G1200850","2015-2019","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12085",,,"Martin County, Florida",59531,1501,6055,8417,10568,8311,2859,7465,1948,2632,5893,2325,1557,"Martin County, Florida",1534,356,577,892,788,664,466,674,350,398,647,417,288
"G1200860","2015-2019","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12086",,,"Miami-Dade County, Florida",1219626,9521,44083,95702,128428,168578,76734,260676,47940,70494,149036,129834,38600,"Miami-Dade County, Florida",5603,662,1923,2473,3216,3270,2702,4139,1943,2201,3545,2941,1474
"G1200870","2015-2019","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12087",,,"Monroe County, Florida",37949,2597,6812,9186,6409,4417,1447,2750,523,665,1491,968,684,"Monroe County, Florida",793,288,601,751,615,470,326,391,163,205,253,174,136
"G1200890","2015-2019","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12089",,,"Nassau County, Florida",35546,814,2966,3994,3121,3944,2234,5888,2179,1577,5414,2760,655,"Nassau County, Florida",980,231,472,491,452,519,386,657,360,357,597,450,214
"G1200910","2015-2019","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12091",,,"Okaloosa County, Florida",92873,3480,11256,14640,14623,12016,5808,11673,2686,3488,7160,4225,1818,"Okaloosa County, Florida",1450,464,646,861,850,915,670,888,415,428,680,590,434
"G1200930","2015-2019","FL",,,"Florida","12","Okeechobee County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12093",,,"Okeechobee County, Florida",14791,460,2203,2934,3000,1688,380,1337,158,260,611,1107,653,"Okeechobee County, Florida",630,191,339,473,336,410,148,282,83,113,150,220,184
"G1200950","2015-2019","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12095",,,"Orange County, Florida",639844,8020,34096,61239,85506,107106,54000,126225,27828,31486,62974,27554,13810,"Orange County, Florida",4650,816,1659,2284,3179,3091,2236,3279,1702,1924,2439,1744,1135
"G1200970","2015-2019","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12097",,,"Osceola County, Florida",154101,1577,6284,10596,14259,16686,10743,32378,8313,10181,23323,14957,4804,"Osceola County, Florida",2987,391,797,1072,1139,1263,1318,1784,1102,1264,1996,1468,677
"G1200990","2015-2019","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12099",,,"Palm Beach County, Florida",624986,11259,48136,78651,102047,102683,43618,108684,18638,23668,43206,30130,14266,"Palm Beach County, Florida",3601,869,1720,2122,2754,2884,1433,2620,1054,1305,1466,1520,1117
"G1201010","2015-2019","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12101",,,"Pasco County, Florida",197706,4058,15717,20784,22543,23932,10456,26777,7491,9843,26880,21965,7260,"Pasco County, Florida",2135,457,944,963,1184,1129,748,1165,608,856,1022,1086,622
"G1201030","2015-2019","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12103",,,"Pinellas County, Florida",412920,8453,37826,59320,72754,67938,27530,57281,12320,15614,29715,17462,6707,"Pinellas County, Florida",2913,756,1446,1800,1970,2198,1260,1699,775,938,1156,971,689
"G1201050","2015-2019","FL",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12105",,,"Polk County, Florida",269784,4714,18045,34273,46566,42562,16086,37581,8312,10824,26671,16903,7247,"Polk County, Florida",3321,596,985,1517,1691,1642,1119,1592,789,951,1598,1322,667
"G1201070","2015-2019","FL",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12107",,,"Putnam County, Florida",24366,527,2379,3792,2662,2074,1371,2708,826,846,3183,3035,963,"Putnam County, Florida",779,184,416,534,425,334,335,425,235,214,422,450,242
"G1201090","2015-2019","FL",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12109",,,"St. Johns County, Florida",100263,2165,7787,12270,14034,14191,6330,15867,4488,5850,10971,4690,1620,"St. Johns County, Florida",1610,436,795,1045,856,1090,791,1201,742,893,973,522,332
"G1201110","2015-2019","FL",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12111",,,"St. Lucie County, Florida",124170,2055,7758,15960,21537,19582,6855,19364,3300,4821,11385,7396,4157,"St. Lucie County, Florida",2313,546,1050,1509,1682,1570,856,1411,658,732,1209,850,740
"G1201130","2015-2019","FL",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12113",,,"Santa Rosa County, Florida",72510,1444,5357,6560,8671,9449,6079,12658,3232,4075,9475,3878,1632,"Santa Rosa County, Florida",1664,441,650,636,856,899,786,918,554,673,1025,520,327
"G1201150","2015-2019","FL",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12115",,,"Sarasota County, Florida",153755,2408,10952,20389,24314,37558,6681,30416,3109,3482,7349,3964,3133,"Sarasota County, Florida",2372,369,752,1135,1306,1831,604,1981,473,575,722,521,503
"G1201170","2015-2019","FL",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12117",,,"Seminole County, Florida",212217,3229,13818,24329,33365,31361,15656,34346,8368,10323,22203,11656,3563,"Seminole County, Florida",2577,483,1109,1540,1576,1472,1021,1494,753,951,1096,759,524
"G1201190","2015-2019","FL",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12119",,,"Sumter County, Florida",21861,871,2733,3485,4228,2712,704,2424,550,758,1719,1125,552,"Sumter County, Florida",1175,301,489,560,640,469,163,406,174,249,357,239,192
"G1201210","2015-2019","FL",,,"Florida","12","Suwannee County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12121",,,"Suwannee County, Florida",15532,918,1254,1848,1603,1933,942,2471,799,625,1579,1126,434,"Suwannee County, Florida",768,417,296,417,422,478,240,649,351,216,434,267,203
"G1201230","2015-2019","FL",,,"Florida","12","Taylor County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12123",,,"Taylor County, Florida",6220,255,1222,985,1211,863,75,493,0,17,386,367,346,"Taylor County, Florida",469,119,311,258,318,207,51,165,25,30,158,162,180
"G1201250","2015-2019","FL",,,"Florida","12","Union County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12125",,,"Union County, Florida",3473,265,532,419,331,379,245,389,175,128,358,179,73,"Union County, Florida",428,101,177,149,109,125,95,135,81,70,121,71,47
"G1201270","2015-2019","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12127",,,"Volusia County, Florida",208321,4333,20229,30375,35773,30893,11513,28531,6258,6091,14846,14514,4965,"Volusia County, Florida",2840,565,1012,1419,1617,1423,928,1343,652,549,1008,984,577
